X,Y,SLR,OC_USA_EBK,GH_USA_EBK,SALT_USA_EBK,MSLP_USA_EBK,SP_USA_EBK,SST_USA_EBK,VLM_shcua_EBK
-80.01747315,30.00485975,20,0.1758847,9202158592,0.0363836,101996.9531,101979.5469,302.4061279,-0.533408
-80.01747315,29.96485975,20,0.1758847,9202158592,0.0363836,101996.9531,101979.5469,302.4061279,-0.533408
-80.01747315,34.00485975,20,0.3602015,367564448,0.0364576,102052.4297,101604.5156,300.5013123,-0.6880816
-80.01747315,33.96485975,20,0.3602015,367564448,0.0364576,102052.4297,101604.5156,300.5013123,-0.6880816
-80,34,20,0.3602015,367564448,0.0364576,102052.4297,101604.5156,300.5013123,-0.6880816
-80,32,21,0.3993744,2144691584,0.0364506,102002.4219,101998.3828,301.3491516,-0.7058137
-80,30,20,0.1758847,9202158592,0.0363836,101996.9531,101979.5469,302.4061279,-0.533408
-80,28,20,0.1318031,10110396416,0.0363561,101972.1641,101957.2422,302.3406067,-0.4931933
-80,26,20,0.1286572,8838146048,0.0363517,101914.1563,101884.1563,302.6903381,-0.7426818
-79.97747315,28.00485975,20,0.1318031,10110396416,0.0363561,101972.1641,101957.2422,302.3406067,-0.4931933
-79.97747315,27.96485975,20,0.1318031,10110396416,0.0363561,101972.1641,101957.2422,302.3406067,-0.4931933
-79.97747315,26.00485975,20,0.1286572,8838146048,0.0363517,101914.1563,101884.1563,302.6903381,-0.7426818
-79.97747315,25.96485975,20,0.1286572,8838146048,0.0363517,101914.1563,101884.1563,302.6903381,-0.7426818
-79.97747315,32.00485975,21,0.3993744,2144691584,0.0364506,102002.4219,101998.3828,301.3491516,-0.7058137
-79.97747315,31.96485975,21,0.3993744,2144691584,0.0364506,102002.4219,101998.3828,301.3491516,-0.7058137
-79.97747315,30.00485975,20,0.1758847,9202158592,0.0363836,101996.9531,101979.5469,302.4061279,-0.533408
-79.97747315,29.96485975,20,0.1758847,9202158592,0.0363836,101996.9531,101979.5469,302.4061279,-0.533408
-79.97747315,34.00485975,20,0.3602015,367564448,0.0364576,102052.4297,101604.5156,300.5013123,-0.6880816
-79.97747315,33.96485975,20,0.3602015,367564448,0.0364576,102052.4297,101604.5156,300.5013123,-0.6880816
